,sample,X_x,Y_x,date_x,taxon,HSI,RSI,X_y,Y_y,date_y,abundance,prediction,observation
336,30,646789,9911341,-100000000000000.0,Baetidae,1.0,1.0,646789,9911341,-100000000000000.0,10,1.0,1
348,31,638001,9827048,-100000000000000.0,Baetidae,1.0,1.0,638001,9827048,-100000000000000.0,1,1.0,1
360,32,630387,9886688,-100000000000000.0,Baetidae,1.0,1.0,630387,9886688,-100000000000000.0,43,1.0,1
372,33,675727,9859882,-100000000000000.0,Baetidae,0.01813469641344456,1.0,675727,9859882,-100000000000000.0,1,0.01813469641344456,1
384,34,673369,9944638,-100000000000000.0,Baetidae,0.028216867988923557,1.0,673369,9944638,-100000000000000.0,2,0.028216867988923557,1
396,36,639402,9898006,-100000000000000.0,Baetidae,1.0,1.0,639402,9898006,-100000000000000.0,14,1.0,1
408,37,645126,9885371,-100000000000000.0,Baetidae,1.0,1.0,645126,9885371,-100000000000000.0,6,1.0,1
420,38,714146,9759451,-100000000000000.0,Baetidae,1.0,1.0,714146,9759451,-100000000000000.0,12,1.0,1
432,39,660727,9947422,-100000000000000.0,Baetidae,1.0,1.0,660727,9947422,-100000000000000.0,1,1.0,1
444,41,641692,9902226,-100000000000000.0,Baetidae,1.0,1.0,641692,9902226,-100000000000000.0,8,1.0,1
456,42,660135,9951898,-100000000000000.0,Baetidae,0.0,1.0,660135,9951898,-100000000000000.0,1,0.0,1
468,43,679784,9868025,-100000000000000.0,Baetidae,0.052731311215677985,1.0,679784,9868025,-100000000000000.0,3,0.052731311215677985,1
480,44,639402,9898006,-100000000000000.0,Baetidae,1.0,1.0,639402,9898006,-100000000000000.0,14,1.0,1
492,45,703346,9804948,-100000000000000.0,Baetidae,0.009078760940499047,1.0,703346,9804948,-100000000000000.0,3,0.009078760940499047,1
504,46,694230,9819688,-100000000000000.0,Baetidae,0.003510281512935396,1.0,694230,9819688,-100000000000000.0,3,0.003510281512935396,1
516,47,703765,9803864,-100000000000000.0,Baetidae,0.003510281512935396,1.0,703765,9803864,-100000000000000.0,2,0.003510281512935396,1
528,48,673369,9944638,-100000000000000.0,Baetidae,0.028216867988923557,1.0,673369,9944638,-100000000000000.0,2,0.028216867988923557,1
540,50,642033,9886348,-100000000000000.0,Baetidae,1.0,1.0,642033,9886348,-100000000000000.0,7,1.0,1
552,51,708507,9756366,-100000000000000.0,Baetidae,0.003510281512935396,1.0,708507,9756366,-100000000000000.0,3,0.003510281512935396,1
564,52,674793,9756336,-100000000000000.0,Baetidae,1.0,1.0,674793,9756336,-100000000000000.0,2,1.0,1
576,53,660727,9947422,-100000000000000.0,Baetidae,1.0,1.0,660727,9947422,-100000000000000.0,1,1.0,1
588,54,708507,9756366,-100000000000000.0,Baetidae,0.003510281512935396,1.0,708507,9756366,-100000000000000.0,3,0.003510281512935396,1
600,55,642033,9886348,-100000000000000.0,Baetidae,1.0,1.0,642033,9886348,-100000000000000.0,7,1.0,1
612,57,644904,9907968,-100000000000000.0,Baetidae,1.0,1.0,644904,9907968,-100000000000000.0,1,1.0,1
624,59,690578,9802304,-100000000000000.0,Baetidae,0.2841386892609499,1.0,690578,9802304,-100000000000000.0,2,0.2841386892609499,1
636,61,688300,9781411,-100000000000000.0,Baetidae,1.0,1.0,688300,9781411,-100000000000000.0,4,1.0,1
648,63,714146,9759451,-100000000000000.0,Baetidae,1.0,1.0,714146,9759451,-100000000000000.0,12,1.0,1
660,64,704692,9826022,-100000000000000.0,Baetidae,0.11280120963451502,1.0,704692,9826022,-100000000000000.0,0,0.11280120963451502,0
672,66,642612,9903353,-100000000000000.0,Baetidae,1.0,1.0,642612,9903353,-100000000000000.0,0,1.0,0
684,67,704692,9826022,-100000000000000.0,Baetidae,0.11280120963451502,1.0,704692,9826022,-100000000000000.0,0,0.11280120963451502,0
696,68,586175,9801104,-100000000000000.0,Baetidae,1.0,1.0,586175,9801104,-100000000000000.0,0,1.0,0
708,69,639213,9900945,-100000000000000.0,Baetidae,0.07900369644828764,1.0,639213,9900945,-100000000000000.0,0,0.07900369644828764,0
720,70,584703,9819470,-100000000000000.0,Baetidae,0.003510281512935396,1.0,584703,9819470,-100000000000000.0,0,0.003510281512935396,0
732,71,639139,9901583,-100000000000000.0,Baetidae,1.0,1.0,639139,9901583,-100000000000000.0,0,1.0,0
744,72,677242,9944586,-100000000000000.0,Baetidae,0.017743711822448823,1.0,677242,9944586,-100000000000000.0,0,0.017743711822448823,0
756,73,648585,9885921,-100000000000000.0,Baetidae,0.5705338525915964,1.0,648585,9885921,-100000000000000.0,0,0.5705338525915964,0
768,74,584703,9819470,-100000000000000.0,Baetidae,0.003510281512935396,1.0,584703,9819470,-100000000000000.0,0,0.003510281512935396,0
780,75,635599,9901614,-100000000000000.0,Baetidae,0.12509306723611913,1.0,635599,9901614,-100000000000000.0,0,0.12509306723611913,0
792,76,704692,9826022,-100000000000000.0,Baetidae,0.11280120963451502,1.0,704692,9826022,-100000000000000.0,0,0.11280120963451502,0
804,77,683690,9763520,-100000000000000.0,Baetidae,1.0,1.0,683690,9763520,-100000000000000.0,0,1.0,0
816,78,688888,9767770,-100000000000000.0,Baetidae,1.0,1.0,688888,9767770,-100000000000000.0,0,1.0,0
828,79,660326,9798315,-100000000000000.0,Baetidae,1.0,1.0,660326,9798315,-100000000000000.0,0,1.0,0
840,80,680080,9842110,-100000000000000.0,Baetidae,0.03453521066694868,1.0,680080,9842110,-100000000000000.0,0,0.03453521066694868,0
852,81,660316,9790963,-100000000000000.0,Baetidae,1.0,1.0,660316,9790963,-100000000000000.0,0,1.0,0
864,82,585663,9831265,-100000000000000.0,Baetidae,0.32178907390501715,1.0,585663,9831265,-100000000000000.0,0,0.32178907390501715,0
876,83,662501,9946057,-100000000000000.0,Baetidae,0.1376831195409548,1.0,662501,9946057,-100000000000000.0,0,0.1376831195409548,0
888,84,689952,9764180,-100000000000000.0,Baetidae,0.003510281512935396,1.0,689952,9764180,-100000000000000.0,0,0.003510281512935396,0
900,85,678422,9762674,-100000000000000.0,Baetidae,0.009347666937552209,1.0,678422,9762674,-100000000000000.0,0,0.009347666937552209,0
912,86,687899,9866116,-100000000000000.0,Baetidae,0.20592002941464074,1.0,687899,9866116,-100000000000000.0,0,0.20592002941464074,0
924,87,687544,9932384,-100000000000000.0,Baetidae,0.0,1.0,687544,9932384,-100000000000000.0,0,0.0,0
936,88,637089,9901117,-100000000000000.0,Baetidae,0.6321524238216568,1.0,637089,9901117,-100000000000000.0,0,0.6321524238216568,0
948,89,584703,9819470,-100000000000000.0,Baetidae,0.003510281512935396,1.0,584703,9819470,-100000000000000.0,0,0.003510281512935396,0
960,90,586330,9816671,-100000000000000.0,Baetidae,0.022874566474761986,1.0,586330,9816671,-100000000000000.0,0,0.022874566474761986,0
972,91,704100,9825543,-100000000000000.0,Baetidae,0.003510281512935396,1.0,704100,9825543,-100000000000000.0,0,0.003510281512935396,0
984,93,635599,9901614,-100000000000000.0,Baetidae,0.12509306723611913,1.0,635599,9901614,-100000000000000.0,0,0.12509306723611913,0
996,94,640291,9901484,-100000000000000.0,Baetidae,1.0,1.0,640291,9901484,-100000000000000.0,0,1.0,0
1008,96,683594,9934449,-100000000000000.0,Baetidae,0.003510281512935396,1.0,683594,9934449,-100000000000000.0,0,0.003510281512935396,0
1020,97,686015,9763355,-100000000000000.0,Baetidae,0.003510281512935396,1.0,686015,9763355,-100000000000000.0,0,0.003510281512935396,0
1032,98,680080,9842110,-100000000000000.0,Baetidae,0.03453521066694868,1.0,680080,9842110,-100000000000000.0,0,0.03453521066694868,0
1044,99,635599,9901614,-100000000000000.0,Baetidae,0.12509306723611913,1.0,635599,9901614,-100000000000000.0,0,0.12509306723611913,0
1056,100,648585,9885921,-100000000000000.0,Baetidae,0.5705338525915964,1.0,648585,9885921,-100000000000000.0,0,0.5705338525915964,0
1068,101,664370,9801174,-100000000000000.0,Baetidae,1.0,1.0,664370,9801174,-100000000000000.0,0,1.0,0
1080,102,626510,9792974,-100000000000000.0,Baetidae,1.0,1.0,626510,9792974,-100000000000000.0,0,1.0,0
1092,103,656787,9784258,-100000000000000.0,Baetidae,1.0,1.0,656787,9784258,-100000000000000.0,0,1.0,0
1104,104,670892,9886421,-100000000000000.0,Baetidae,0.0,1.0,670892,9886421,-100000000000000.0,0,0.0,0
1116,105,664370,9801174,-100000000000000.0,Baetidae,1.0,1.0,664370,9801174,-100000000000000.0,0,1.0,0
1128,106,648585,9885921,-100000000000000.0,Baetidae,0.5705338525915964,1.0,648585,9885921,-100000000000000.0,0,0.5705338525915964,0
1140,107,685621,9822847,-100000000000000.0,Baetidae,0.013856233804236034,1.0,685621,9822847,-100000000000000.0,0,0.013856233804236034,0
1152,108,585663,9831265,-100000000000000.0,Baetidae,0.32178907390501715,1.0,585663,9831265,-100000000000000.0,0,0.32178907390501715,0
1164,109,639139,9901583,-100000000000000.0,Baetidae,1.0,1.0,639139,9901583,-100000000000000.0,0,1.0,0
1176,110,677242,9944586,-100000000000000.0,Baetidae,0.017743711822448823,1.0,677242,9944586,-100000000000000.0,0,0.017743711822448823,0
1188,111,670892,9886421,-100000000000000.0,Baetidae,0.0,1.0,670892,9886421,-100000000000000.0,0,0.0,0
1200,112,626510,9792974,-100000000000000.0,Baetidae,1.0,1.0,626510,9792974,-100000000000000.0,0,1.0,0
1212,113,586780,9803668,-100000000000000.0,Baetidae,0.7308325328508024,1.0,586780,9803668,-100000000000000.0,0,0.7308325328508024,0
1224,114,584703,9819470,-100000000000000.0,Baetidae,0.003510281512935396,1.0,584703,9819470,-100000000000000.0,0,0.003510281512935396,0
1236,115,687544,9932384,-100000000000000.0,Baetidae,0.0,1.0,687544,9932384,-100000000000000.0,0,0.0,0
1248,117,688888,9767770,-100000000000000.0,Baetidae,1.0,1.0,688888,9767770,-100000000000000.0,0,1.0,0
1260,118,677318,9932164,-100000000000000.0,Baetidae,0.4852230245272115,1.0,677318,9932164,-100000000000000.0,0,0.4852230245272115,0
1272,119,685621,9822847,-100000000000000.0,Baetidae,0.013856233804236034,1.0,685621,9822847,-100000000000000.0,0,0.013856233804236034,0
